code,name,ward,lga,registered_voters
EB/221/02755/017,"Post Office 017","Izzi Ward 03","Izzi",1331
EB/221/02756/001,"Palace Grounds 001","Izzi Ward 04","Izzi",1816
EB/221/02756/002,"Town Hall 002","Izzi Ward 04","Izzi",1092
EB/221/02756/003,"Community Centre 003","Izzi Ward 04","Izzi",591
EB/221/02756/004,"Dispensary 004","Izzi Ward 04","Izzi",1424
EB/221/02756/005,"Community Centre 005","Izzi Ward 04","Izzi",2453
EB/221/02756/006,"Palace Grounds 006","Izzi Ward 04","Izzi",2271
EB/221/02756/007,"Community Centre 007","Izzi Ward 04","Izzi",472
EB/221/02756/008,"Junction 008","Izzi Ward 04","Izzi",568
EB/221/02756/009,"Junction 009","Izzi Ward 04","Izzi",1285
EB/221/02756/010,"Primary School 010","Izzi Ward 04","Izzi",1048
EB/221/02756/011,"Community Hall 011","Izzi Ward 04","Izzi",1759
EB/221/02756/012,"Playground 012","Izzi Ward 04","Izzi",422
EB/221/02756/013,"Town Hall 013","Izzi Ward 04","Izzi",1139
EB/221/02756/014,"Post Office 014","Izzi Ward 04","Izzi",1345
EB/221/02756/015,"Junction 015","Izzi Ward 04","Izzi",1956
EB/221/02756/016,"Open Space 016","Izzi Ward 04","Izzi",2387
EB/221/02756/017,"Church Premises 017","Izzi Ward 04","Izzi",1734
EB/221/02756/018,"Motor Park 018","Izzi Ward 04","Izzi",1941
EB/221/02756/019,"Health Centre 019","Izzi Ward 04","Izzi",577
EB/221/02756/020,"Community Centre 020","Izzi Ward 04","Izzi",478
EB/221/02756/021,"Community Centre 021","Izzi Ward 04","Izzi",1589
EB/221/02756/022,"Health Centre 022","Izzi Ward 04","Izzi",425
EB/221/02756/023,"Under Tree 023","Izzi Ward 04","Izzi",2496
EB/221/02756/024,"Town Hall 024","Izzi Ward 04","Izzi",353
EB/221/02757/001,"Post Office 001","Izzi Ward 05","Izzi",2024
EB/221/02757/002,"Town Hall 002","Izzi Ward 05","Izzi",1097
EB/221/02757/003,"Police Station Area 003","Izzi Ward 05","Izzi",2110
EB/221/02757/004,"Mosque Area 004","Izzi Ward 05","Izzi",1474
EB/221/02757/005,"Mosque Area 005","Izzi Ward 05","Izzi",1625
EB/221/02757/006,"Junction 006","Izzi Ward 05","Izzi",617
EB/221/02757/007,"Community Hall 007","Izzi Ward 05","Izzi",384
EB/221/02757/008,"Market Square 008","Izzi Ward 05","Izzi",1236
EB/221/02757/009,"Palace Grounds 009","Izzi Ward 05","Izzi",2094
EB/221/02757/010,"Motor Park 010","Izzi Ward 05","Izzi",504
EB/221/02757/011,"Church Premises 011","Izzi Ward 05","Izzi",2224
EB/221/02757/012,"Market Square 012","Izzi Ward 05","Izzi",505
EB/221/02757/013,"Health Centre 013","Izzi Ward 05","Izzi",1091
EB/221/02757/014,"Custom Office 014","Izzi Ward 05","Izzi",696
EB/221/02757/015,"Community Centre 015","Izzi Ward 05","Izzi",1187
EB/221/02757/016,"Post Office 016","Izzi Ward 05","Izzi",1184
EB/221/02757/017,"Motor Park 017","Izzi Ward 05","Izzi",847
EB/221/02757/018,"Post Office 018","Izzi Ward 05","Izzi",774
EB/221/02757/019,"Police Station Area 019","Izzi Ward 05","Izzi",2309
EB/221/02757/020,"Playground 020","Izzi Ward 05","Izzi",1322
EB/221/02757/021,"Health Centre 021","Izzi Ward 05","Izzi",910
EB/221/02758/001,"Town Hall 001","Izzi Ward 06","Izzi",504
EB/221/02758/002,"Custom Office 002","Izzi Ward 06","Izzi",659
EB/221/02758/003,"Church Premises 003","Izzi Ward 06","Izzi",1374
EB/221/02758/004,"Secondary School 004","Izzi Ward 06","Izzi",1176
EB/221/02758/005,"Primary School 005","Izzi Ward 06","Izzi",1990
EB/221/02758/006,"Post Office 006","Izzi Ward 06","Izzi",1414
EB/221/02758/007,"Police Station Area 007","Izzi Ward 06","Izzi",1010
EB/221/02758/008,"Junction 008","Izzi Ward 06","Izzi",830
EB/221/02758/009,"Community Hall 009","Izzi Ward 06","Izzi",1344
EB/221/02758/010,"Custom Office 010","Izzi Ward 06","Izzi",1475
EB/221/02758/011,"Playground 011","Izzi Ward 06","Izzi",1285
EB/221/02758/012,"Palace Grounds 012","Izzi Ward 06","Izzi",1929
EB/221/02758/013,"Health Centre 013","Izzi Ward 06","Izzi",2147
EB/221/02758/014,"Junction 014","Izzi Ward 06","Izzi",669
EB/221/02758/015,"Church Premises 015","Izzi Ward 06","Izzi",941
EB/221/02758/016,"Civic Centre 016","Izzi Ward 06","Izzi",1537
EB/221/02758/017,"Playground 017","Izzi Ward 06","Izzi",1297
EB/221/02758/018,"Mosque Area 018","Izzi Ward 06","Izzi",509
EB/221/02758/019,"Junction 019","Izzi Ward 06","Izzi",819
EB/221/02758/020,"Junction 020","Izzi Ward 06","Izzi",1171
EB/221/02758/021,"Community Hall 021","Izzi Ward 06","Izzi",850
EB/221/02758/022,"Open Space 022","Izzi Ward 06","Izzi",2075
EB/221/02758/023,"Post Office 023","Izzi Ward 06","Izzi",1896
EB/221/02758/024,"Playground 024","Izzi Ward 06","Izzi",689
EB/221/02758/025,"Palace Grounds 025","Izzi Ward 06","Izzi",1901
EB/221/02759/001,"Civic Centre 001","Izzi Ward 07","Izzi",1900
EB/221/02759/002,"Town Hall 002","Izzi Ward 07","Izzi",1355
EB/221/02759/003,"Health Centre 003","Izzi Ward 07","Izzi",1907
EB/221/02759/004,"Under Tree 004","Izzi Ward 07","Izzi",552
EB/221/02759/005,"Open Space 005","Izzi Ward 07","Izzi",1239
EB/221/02759/006,"Village Square 006","Izzi Ward 07","Izzi",996
EB/221/02759/007,"Primary School 007","Izzi Ward 07","Izzi",1150
EB/221/02759/008,"Mosque Area 008","Izzi Ward 07","Izzi",318
EB/221/02759/009,"Primary School 009","Izzi Ward 07","Izzi",2483
EB/221/02759/010,"Dispensary 010","Izzi Ward 07","Izzi",2496
EB/221/02759/011,"Dispensary 011","Izzi Ward 07","Izzi",1142
EB/221/02759/012,"Post Office 012","Izzi Ward 07","Izzi",1957
EB/221/02759/013,"Town Hall 013","Izzi Ward 07","Izzi",1655
EB/221/02759/014,"Junction 014","Izzi Ward 07","Izzi",1572
EB/221/02759/015,"Palace Grounds 015","Izzi Ward 07","Izzi",1214
EB/221/02759/016,"Church Premises 016","Izzi Ward 07","Izzi",819
EB/221/02759/017,"Police Station Area 017","Izzi Ward 07","Izzi",2463
EB/221/02759/018,"Town Hall 018","Izzi Ward 07","Izzi",804
EB/221/02759/019,"Custom Office 019","Izzi Ward 07","Izzi",1563
EB/221/02759/020,"Playground 020","Izzi Ward 07","Izzi",1037
EB/221/02759/021,"Post Office 021","Izzi Ward 07","Izzi",2366
EB/221/02759/022,"Community Centre 022","Izzi Ward 07","Izzi",1016
EB/221/02759/023,"Primary School 023","Izzi Ward 07","Izzi",755
EB/221/02759/024,"Secondary School 024","Izzi Ward 07","Izzi",2309
EB/221/02760/001,"Health Centre 001","Izzi Ward 08","Izzi",2496
EB/221/02760/002,"Motor Park 002","Izzi Ward 08","Izzi",773
EB/221/02760/003,"Community Hall 003","Izzi Ward 08","Izzi",1995
EB/221/02760/004,"Palace Grounds 004","Izzi Ward 08","Izzi",2474
EB/221/02760/005,"Custom Office 005","Izzi Ward 08","Izzi",2292
EB/221/02760/006,"Police Station Area 006","Izzi Ward 08","Izzi",2476
EB/221/02760/007,"Mosque Area 007","Izzi Ward 08","Izzi",1225
EB/221/02760/008,"Community Centre 008","Izzi Ward 08","Izzi",2295
EB/221/02760/009,"Mosque Area 009","Izzi Ward 08","Izzi",1045
EB/221/02760/010,"Primary School 010","Izzi Ward 08","Izzi",1042
EB/221/02760/011,"Civic Centre 011","Izzi Ward 08","Izzi",1160
EB/221/02760/012,"Open Space 012","Izzi Ward 08","Izzi",1246
EB/221/02760/013,"Dispensary 013","Izzi Ward 08","Izzi",1999
EB/221/02760/014,"Open Space 014","Izzi Ward 08","Izzi",1452
EB/221/02760/015,"Primary School 015","Izzi Ward 08","Izzi",1011
EB/221/02760/016,"Motor Park 016","Izzi Ward 08","Izzi",2483
EB/221/02760/017,"Under Tree 017","Izzi Ward 08","Izzi",1648
EB/221/02761/001,"Under Tree 001","Izzi Ward 09","Izzi",470
EB/221/02761/002,"Junction 002","Izzi Ward 09","Izzi",1430
EB/221/02761/003,"Community Hall 003","Izzi Ward 09","Izzi",2012
EB/221/02761/004,"Police Station Area 004","Izzi Ward 09","Izzi",2431
EB/221/02761/005,"Community Hall 005","Izzi Ward 09","Izzi",611
EB/221/02761/006,"Mosque Area 006","Izzi Ward 09","Izzi",1474
EB/221/02761/007,"Under Tree 007","Izzi Ward 09","Izzi",2421
EB/221/02761/008,"Church Premises 008","Izzi Ward 09","Izzi",664
EB/221/02761/009,"Dispensary 009","Izzi Ward 09","Izzi",1680
EB/221/02761/010,"Civic Centre 010","Izzi Ward 09","Izzi",1103
EB/221/02761/011,"Custom Office 011","Izzi Ward 09","Izzi",1237
EB/221/02761/012,"Town Hall 012","Izzi Ward 09","Izzi",2301
EB/221/02761/013,"Open Space 013","Izzi Ward 09","Izzi",531
EB/221/02761/014,"Community Centre 014","Izzi Ward 09","Izzi",353
EB/221/02761/015,"Post Office 015","Izzi Ward 09","Izzi",1668
EB/221/02761/016,"Under Tree 016","Izzi Ward 09","Izzi",620
EB/221/02761/017,"Church Premises 017","Izzi Ward 09","Izzi",2483
EB/221/02761/018,"Primary School 018","Izzi Ward 09","Izzi",605
EB/221/02761/019,"Post Office 019","Izzi Ward 09","Izzi",1168
EB/221/02761/020,"Dispensary 020","Izzi Ward 09","Izzi",1420
EB/221/02761/021,"Village Square 021","Izzi Ward 09","Izzi",1485
EB/221/02761/022,"Dispensary 022","Izzi Ward 09","Izzi",1278
EB/221/02761/023,"Custom Office 023","Izzi Ward 09","Izzi",2256
EB/221/02761/024,"Community Hall 024","Izzi Ward 09","Izzi",1256
EB/221/02761/025,"Church Premises 025","Izzi Ward 09","Izzi",1524
EB/221/02762/001,"Post Office 001","Izzi Ward 10","Izzi",776
EB/221/02762/002,"Open Space 002","Izzi Ward 10","Izzi",1169
EB/221/02762/003,"Community Centre 003","Izzi Ward 10","Izzi",1973
EB/221/02762/004,"Junction 004","Izzi Ward 10","Izzi",1744
EB/221/02762/005,"Mosque Area 005","Izzi Ward 10","Izzi",1748
EB/221/02762/006,"Dispensary 006","Izzi Ward 10","Izzi",1372
EB/221/02762/007,"Under Tree 007","Izzi Ward 10","Izzi",1550
EB/221/02762/008,"Open Space 008","Izzi Ward 10","Izzi",2258
EB/221/02762/009,"Civic Centre 009","Izzi Ward 10","Izzi",1047
EB/221/02762/010,"Under Tree 010","Izzi Ward 10","Izzi",949
EB/221/02762/011,"Town Hall 011","Izzi Ward 10","Izzi",1098
EB/221/02762/012,"Village Square 012","Izzi Ward 10","Izzi",2274
EB/221/02762/013,"Dispensary 013","Izzi Ward 10","Izzi",1954
EB/221/02762/014,"Primary School 014","Izzi Ward 10","Izzi",888
EB/221/02762/015,"Primary School 015","Izzi Ward 10","Izzi",1562
EB/221/02762/016,"Town Hall 016","Izzi Ward 10","Izzi",1623
EB/221/02762/017,"Open Space 017","Izzi Ward 10","Izzi",2447
EB/221/02762/018,"Mosque Area 018","Izzi Ward 10","Izzi",513
EB/221/02763/001,"Dispensary 001","Izzi Ward 11","Izzi",695
EB/221/02763/002,"Under Tree 002","Izzi Ward 11","Izzi",1514
EB/221/02763/003,"Under Tree 003","Izzi Ward 11","Izzi",1221
EB/221/02763/004,"Town Hall 004","Izzi Ward 11","Izzi",1054
EB/221/02763/005,"Community Hall 005","Izzi Ward 11","Izzi",913
EB/221/02763/006,"Police Station Area 006","Izzi Ward 11","Izzi",1318
EB/221/02763/007,"Community Centre 007","Izzi Ward 11","Izzi",1212
EB/221/02763/008,"Community Hall 008","Izzi Ward 11","Izzi",304
EB/221/02763/009,"Dispensary 009","Izzi Ward 11","Izzi",502
EB/221/02763/010,"Community Centre 010","Izzi Ward 11","Izzi",1918
EB/221/02763/011,"Post Office 011","Izzi Ward 11","Izzi",906
EB/221/02763/012,"Post Office 012","Izzi Ward 11","Izzi",1587
EB/221/02763/013,"Town Hall 013","Izzi Ward 11","Izzi",874
EB/221/02763/014,"Community Centre 014","Izzi Ward 11","Izzi",1404
EB/221/02763/015,"Community Centre 015","Izzi Ward 11","Izzi",353
EB/221/02763/016,"Post Office 016","Izzi Ward 11","Izzi",1028
EB/222/02764/001,"Community Hall 001","Ohaozara Ward 01","Ohaozara",2440
EB/222/02764/002,"Dispensary 002","Ohaozara Ward 01","Ohaozara",473
EB/222/02764/003,"Secondary School 003","Ohaozara Ward 01","Ohaozara",417
EB/222/02764/004,"Post Office 004","Ohaozara Ward 01","Ohaozara",573
EB/222/02764/005,"Mosque Area 005","Ohaozara Ward 01","Ohaozara",830
EB/222/02764/006,"Civic Centre 006","Ohaozara Ward 01","Ohaozara",1082
EB/222/02764/007,"Community Hall 007","Ohaozara Ward 01","Ohaozara",723
EB/222/02764/008,"Market Square 008","Ohaozara Ward 01","Ohaozara",500
EB/222/02764/009,"Church Premises 009","Ohaozara Ward 01","Ohaozara",2196
EB/222/02764/010,"Health Centre 010","Ohaozara Ward 01","Ohaozara",2203
EB/222/02764/011,"Primary School 011","Ohaozara Ward 01","Ohaozara",354
EB/222/02764/012,"Mosque Area 012","Ohaozara Ward 01","Ohaozara",723
EB/222/02764/013,"Custom Office 013","Ohaozara Ward 01","Ohaozara",1764
EB/222/02764/014,"Community Hall 014","Ohaozara Ward 01","Ohaozara",1086
EB/222/02764/015,"Health Centre 015","Ohaozara Ward 01","Ohaozara",1789
EB/222/02764/016,"Primary School 016","Ohaozara Ward 01","Ohaozara",1786
EB/222/02764/017,"Mosque Area 017","Ohaozara Ward 01","Ohaozara",427
EB/222/02764/018,"Mosque Area 018","Ohaozara Ward 01","Ohaozara",1356
EB/222/02764/019,"Playground 019","Ohaozara Ward 01","Ohaozara",1677
EB/222/02764/020,"Custom Office 020","Ohaozara Ward 01","Ohaozara",1612
EB/222/02764/021,"Civic Centre 021","Ohaozara Ward 01","Ohaozara",1783
EB/222/02764/022,"Primary School 022","Ohaozara Ward 01","Ohaozara",1034
EB/222/02764/023,"Palace Grounds 023","Ohaozara Ward 01","Ohaozara",1254
EB/222/02764/024,"Under Tree 024","Ohaozara Ward 01","Ohaozara",436
EB/222/02764/025,"Palace Grounds 025","Ohaozara Ward 01","Ohaozara",718
EB/222/02765/001,"Secondary School 001","Ohaozara Ward 02","Ohaozara",1303
EB/222/02765/002,"Motor Park 002","Ohaozara Ward 02","Ohaozara",1334
EB/222/02765/003,"Secondary School 003","Ohaozara Ward 02","Ohaozara",2053
EB/222/02765/004,"Secondary School 004","Ohaozara Ward 02","Ohaozara",498
EB/222/02765/005,"Palace Grounds 005","Ohaozara Ward 02","Ohaozara",1635
EB/222/02765/006,"Town Hall 006","Ohaozara Ward 02","Ohaozara",866
EB/222/02765/007,"Playground 007","Ohaozara Ward 02","Ohaozara",2029
EB/222/02765/008,"Church Premises 008","Ohaozara Ward 02","Ohaozara",2267
EB/222/02765/009,"Police Station Area 009","Ohaozara Ward 02","Ohaozara",1415
EB/222/02765/010,"Palace Grounds 010","Ohaozara Ward 02","Ohaozara",1207
EB/222/02765/011,"Junction 011","Ohaozara Ward 02","Ohaozara",1872
EB/222/02765/012,"Town Hall 012","Ohaozara Ward 02","Ohaozara",444
EB/222/02765/013,"Post Office 013","Ohaozara Ward 02","Ohaozara",909
EB/222/02765/014,"Civic Centre 014","Ohaozara Ward 02","Ohaozara",1439
EB/222/02765/015,"Palace Grounds 015","Ohaozara Ward 02","Ohaozara",1825
EB/222/02765/016,"Health Centre 016","Ohaozara Ward 02","Ohaozara",2482
EB/222/02766/001,"Post Office 001","Ohaozara Ward 03","Ohaozara",744
EB/222/02766/002,"Church Premises 002","Ohaozara Ward 03","Ohaozara",2440
EB/222/02766/003,"Custom Office 003","Ohaozara Ward 03","Ohaozara",596
EB/222/02766/004,"Village Square 004","Ohaozara Ward 03","Ohaozara",1520
EB/222/02766/005,"Town Hall 005","Ohaozara Ward 03","Ohaozara",1830
EB/222/02766/006,"Junction 006","Ohaozara Ward 03","Ohaozara",713
EB/222/02766/007,"Dispensary 007","Ohaozara Ward 03","Ohaozara",872
EB/222/02766/008,"Post Office 008","Ohaozara Ward 03","Ohaozara",628
EB/222/02766/009,"Health Centre 009","Ohaozara Ward 03","Ohaozara",2033
EB/222/02766/010,"Police Station Area 010","Ohaozara Ward 03","Ohaozara",1398
EB/222/02766/011,"Junction 011","Ohaozara Ward 03","Ohaozara",750
EB/222/02766/012,"Playground 012","Ohaozara Ward 03","Ohaozara",2312
EB/222/02766/013,"Town Hall 013","Ohaozara Ward 03","Ohaozara",601
EB/222/02766/014,"Secondary School 014","Ohaozara Ward 03","Ohaozara",466
EB/222/02766/015,"Motor Park 015","Ohaozara Ward 03","Ohaozara",1755
EB/222/02766/016,"Community Hall 016","Ohaozara Ward 03","Ohaozara",1029
EB/222/02766/017,"Community Centre 017","Ohaozara Ward 03","Ohaozara",724
EB/222/02766/018,"Police Station Area 018","Ohaozara Ward 03","Ohaozara",540
EB/222/02766/019,"Church Premises 019","Ohaozara Ward 03","Ohaozara",1277
EB/222/02766/020,"Post Office 020","Ohaozara Ward 03","Ohaozara",2085
EB/222/02766/021,"Post Office 021","Ohaozara Ward 03","Ohaozara",943
EB/222/02766/022,"Community Centre 022","Ohaozara Ward 03","Ohaozara",2305
EB/222/02767/001,"Motor Park 001","Ohaozara Ward 04","Ohaozara",2084
EB/222/02767/002,"Post Office 002","Ohaozara Ward 04","Ohaozara",1107
EB/222/02767/003,"Church Premises 003","Ohaozara Ward 04","Ohaozara",1189
EB/222/02767/004,"Town Hall 004","Ohaozara Ward 04","Ohaozara",2259
EB/222/02767/005,"Civic Centre 005","Ohaozara Ward 04","Ohaozara",883
EB/222/02767/006,"Mosque Area 006","Ohaozara Ward 04","Ohaozara",430
EB/222/02767/007,"Village Square 007","Ohaozara Ward 04","Ohaozara",1819
EB/222/02767/008,"Market Square 008","Ohaozara Ward 04","Ohaozara",2005
EB/222/02767/009,"Primary School 009","Ohaozara Ward 04","Ohaozara",1061
EB/222/02767/010,"Church Premises 010","Ohaozara Ward 04","Ohaozara",2362
EB/222/02767/011,"Under Tree 011","Ohaozara Ward 04","Ohaozara",1863
EB/222/02767/012,"Under Tree 012","Ohaozara Ward 04","Ohaozara",1276
EB/222/02767/013,"Civic Centre 013","Ohaozara Ward 04","Ohaozara",2333
EB/222/02767/014,"Village Square 014","Ohaozara Ward 04","Ohaozara",1575
EB/222/02767/015,"Under Tree 015","Ohaozara Ward 04","Ohaozara",884
EB/222/02767/016,"Mosque Area 016","Ohaozara Ward 04","Ohaozara",1052
EB/222/02768/001,"Community Hall 001","Ohaozara Ward 05","Ohaozara",1922
EB/222/02768/002,"Custom Office 002","Ohaozara Ward 05","Ohaozara",993
EB/222/02768/003,"Palace Grounds 003","Ohaozara Ward 05","Ohaozara",700
EB/222/02768/004,"Post Office 004","Ohaozara Ward 05","Ohaozara",2105
EB/222/02768/005,"Open Space 005","Ohaozara Ward 05","Ohaozara",1321
EB/222/02768/006,"Village Square 006","Ohaozara Ward 05","Ohaozara",860
EB/222/02768/007,"Police Station Area 007","Ohaozara Ward 05","Ohaozara",1443
EB/222/02768/008,"Secondary School 008","Ohaozara Ward 05","Ohaozara",1206
EB/222/02768/009,"Dispensary 009","Ohaozara Ward 05","Ohaozara",1353
EB/222/02768/010,"Market Square 010","Ohaozara Ward 05","Ohaozara",1296
EB/222/02768/011,"Civic Centre 011","Ohaozara Ward 05","Ohaozara",420
EB/222/02768/012,"Village Square 012","Ohaozara Ward 05","Ohaozara",1240
EB/222/02768/013,"Village Square 013","Ohaozara Ward 05","Ohaozara",2028
EB/222/02768/014,"Open Space 014","Ohaozara Ward 05","Ohaozara",1969
EB/222/02768/015,"Church Premises 015","Ohaozara Ward 05","Ohaozara",667
EB/222/02768/016,"Police Station Area 016","Ohaozara Ward 05","Ohaozara",809
EB/222/02768/017,"Playground 017","Ohaozara Ward 05","Ohaozara",930
EB/222/02768/018,"Village Square 018","Ohaozara Ward 05","Ohaozara",320
EB/222/02768/019,"Dispensary 019","Ohaozara Ward 05","Ohaozara",976
EB/222/02768/020,"Motor Park 020","Ohaozara Ward 05","Ohaozara",467
EB/222/02768/021,"Junction 021","Ohaozara Ward 05","Ohaozara",2393
EB/222/02768/022,"Community Centre 022","Ohaozara Ward 05","Ohaozara",1889
EB/222/02768/023,"Police Station Area 023","Ohaozara Ward 05","Ohaozara",632
EB/222/02768/024,"Secondary School 024","Ohaozara Ward 05","Ohaozara",342
EB/222/02768/025,"Police Station Area 025","Ohaozara Ward 05","Ohaozara",2202
EB/222/02769/001,"Dispensary 001","Ohaozara Ward 06","Ohaozara",1036
EB/222/02769/002,"Church Premises 002","Ohaozara Ward 06","Ohaozara",846
EB/222/02769/003,"Post Office 003","Ohaozara Ward 06","Ohaozara",494
EB/222/02769/004,"Playground 004","Ohaozara Ward 06","Ohaozara",1123
EB/222/02769/005,"Post Office 005","Ohaozara Ward 06","Ohaozara",2018
EB/222/02769/006,"Junction 006","Ohaozara Ward 06","Ohaozara",2153
EB/222/02769/007,"Mosque Area 007","Ohaozara Ward 06","Ohaozara",1026
EB/222/02769/008,"Community Centre 008","Ohaozara Ward 06","Ohaozara",1213
EB/222/02769/009,"Community Centre 009","Ohaozara Ward 06","Ohaozara",1048
EB/222/02769/010,"Community Centre 010","Ohaozara Ward 06","Ohaozara",1668
EB/222/02769/011,"Town Hall 011","Ohaozara Ward 06","Ohaozara",806
EB/222/02769/012,"Health Centre 012","Ohaozara Ward 06","Ohaozara",1999
EB/222/02769/013,"Custom Office 013","Ohaozara Ward 06","Ohaozara",1172
EB/222/02769/014,"Mosque Area 014","Ohaozara Ward 06","Ohaozara",679
EB/222/02769/015,"Motor Park 015","Ohaozara Ward 06","Ohaozara",1455
EB/222/02769/016,"Mosque Area 016","Ohaozara Ward 06","Ohaozara",480
EB/222/02769/017,"Community Hall 017","Ohaozara Ward 06","Ohaozara",2298
EB/222/02770/001,"Post Office 001","Ohaozara Ward 07","Ohaozara",585
EB/222/02770/002,"Secondary School 002","Ohaozara Ward 07","Ohaozara",1967
EB/222/02770/003,"Open Space 003","Ohaozara Ward 07","Ohaozara",563
EB/222/02770/004,"Junction 004","Ohaozara Ward 07","Ohaozara",1538
EB/222/02770/005,"Open Space 005","Ohaozara Ward 07","Ohaozara",464
EB/222/02770/006,"Dispensary 006","Ohaozara Ward 07","Ohaozara",2227
EB/222/02770/007,"Palace Grounds 007","Ohaozara Ward 07","Ohaozara",645
EB/222/02770/008,"Under Tree 008","Ohaozara Ward 07","Ohaozara",1461
EB/222/02770/009,"Dispensary 009","Ohaozara Ward 07","Ohaozara",1018
EB/222/02770/010,"Motor Park 010","Ohaozara Ward 07","Ohaozara",1229
EB/222/02770/011,"Primary School 011","Ohaozara Ward 07","Ohaozara",1701
EB/222/02770/012,"Civic Centre 012","Ohaozara Ward 07","Ohaozara",1160
EB/222/02770/013,"Town Hall 013","Ohaozara Ward 07","Ohaozara",1475
EB/222/02770/014,"Market Square 014","Ohaozara Ward 07","Ohaozara",1983
EB/222/02770/015,"Secondary School 015","Ohaozara Ward 07","Ohaozara",899
EB/222/02770/016,"Town Hall 016","Ohaozara Ward 07","Ohaozara",686
EB/222/02771/001,"Post Office 001","Ohaozara Ward 08","Ohaozara",1791
EB/222/02771/002,"Community Centre 002","Ohaozara Ward 08","Ohaozara",2205
EB/222/02771/003,"Custom Office 003","Ohaozara Ward 08","Ohaozara",1754
EB/222/02771/004,"Police Station Area 004","Ohaozara Ward 08","Ohaozara",323
EB/222/02771/005,"Secondary School 005","Ohaozara Ward 08","Ohaozara",606
EB/222/02771/006,"Under Tree 006","Ohaozara Ward 08","Ohaozara",2153
EB/222/02771/007,"Police Station Area 007","Ohaozara Ward 08","Ohaozara",365
EB/222/02771/008,"Motor Park 008","Ohaozara Ward 08","Ohaozara",1138
EB/222/02771/009,"Dispensary 009","Ohaozara Ward 08","Ohaozara",1687
EB/222/02771/010,"Playground 010","Ohaozara Ward 08","Ohaozara",899
EB/222/02771/011,"Mosque Area 011","Ohaozara Ward 08","Ohaozara",694
EB/222/02771/012,"Health Centre 012","Ohaozara Ward 08","Ohaozara",2222
EB/222/02771/013,"Junction 013","Ohaozara Ward 08","Ohaozara",1388
EB/222/02771/014,"Secondary School 014","Ohaozara Ward 08","Ohaozara",756
EB/222/02771/015,"Playground 015","Ohaozara Ward 08","Ohaozara",2359
EB/222/02771/016,"Dispensary 016","Ohaozara Ward 08","Ohaozara",2282
EB/222/02771/017,"Market Square 017","Ohaozara Ward 08","Ohaozara",2130
EB/222/02772/001,"Police Station Area 001","Ohaozara Ward 09","Ohaozara",1758
EB/222/02772/002,"Playground 002","Ohaozara Ward 09","Ohaozara",628
EB/222/02772/003,"Mosque Area 003","Ohaozara Ward 09","Ohaozara",1891
EB/222/02772/004,"Playground 004","Ohaozara Ward 09","Ohaozara",957
EB/222/02772/005,"Under Tree 005","Ohaozara Ward 09","Ohaozara",1021
EB/222/02772/006,"Police Station Area 006","Ohaozara Ward 09","Ohaozara",2111
EB/222/02772/007,"Village Square 007","Ohaozara Ward 09","Ohaozara",1508
EB/222/02772/008,"Palace Grounds 008","Ohaozara Ward 09","Ohaozara",2211
EB/222/02772/009,"Playground 009","Ohaozara Ward 09","Ohaozara",837
EB/222/02772/010,"Community Hall 010","Ohaozara Ward 09","Ohaozara",2443
EB/222/02772/011,"Market Square 011","Ohaozara Ward 09","Ohaozara",607
EB/222/02772/012,"Community Hall 012","Ohaozara Ward 09","Ohaozara",916
EB/222/02772/013,"Town Hall 013","Ohaozara Ward 09","Ohaozara",2320
EB/222/02772/014,"Custom Office 014","Ohaozara Ward 09","Ohaozara",1676
EB/222/02772/015,"Post Office 015","Ohaozara Ward 09","Ohaozara",342
EB/222/02772/016,"Town Hall 016","Ohaozara Ward 09","Ohaozara",847
EB/222/02772/017,"Playground 017","Ohaozara Ward 09","Ohaozara",344
EB/222/02772/018,"Market Square 018","Ohaozara Ward 09","Ohaozara",1604
EB/222/02772/019,"Village Square 019","Ohaozara Ward 09","Ohaozara",946
EB/222/02773/001,"Police Station Area 001","Ohaozara Ward 10","Ohaozara",1485
EB/222/02773/002,"Primary School 002","Ohaozara Ward 10","Ohaozara",1734
EB/222/02773/003,"Post Office 003","Ohaozara Ward 10","Ohaozara",788
EB/222/02773/004,"Church Premises 004","Ohaozara Ward 10","Ohaozara",2340
EB/222/02773/005,"Primary School 005","Ohaozara Ward 10","Ohaozara",911
EB/222/02773/006,"Playground 006","Ohaozara Ward 10","Ohaozara",1833
EB/222/02773/007,"Secondary School 007","Ohaozara Ward 10","Ohaozara",1847
EB/222/02773/008,"Church Premises 008","Ohaozara Ward 10","Ohaozara",908
EB/222/02773/009,"Village Square 009","Ohaozara Ward 10","Ohaozara",2319
EB/222/02773/010,"Dispensary 010","Ohaozara Ward 10","Ohaozara",1838
EB/222/02773/011,"Town Hall 011","Ohaozara Ward 10","Ohaozara",1205
EB/222/02773/012,"Civic Centre 012","Ohaozara Ward 10","Ohaozara",2315
EB/222/02773/013,"Custom Office 013","Ohaozara Ward 10","Ohaozara",1039
EB/222/02773/014,"Under Tree 014","Ohaozara Ward 10","Ohaozara",650
EB/222/02773/015,"Police Station Area 015","Ohaozara Ward 10","Ohaozara",1095
EB/222/02773/016,"Health Centre 016","Ohaozara Ward 10","Ohaozara",1472
EB/222/02773/017,"Community Hall 017","Ohaozara Ward 10","Ohaozara",604
EB/222/02773/018,"Community Hall 018","Ohaozara Ward 10","Ohaozara",1984
